1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10774.3229,10774.3229,10778.3746,10778.3746,10778.3746,10778.3746,10778.3746,10778.3746,10775.3721,10775.3721,10775.3721,10775.3721,10775.3721,10775.3721,10777.4647,10777.4647,10777.4647,10777.4647,10777.4647,10777.4647
