1,0.0
2,0.0
3,0.0
4,25.0
5,40.0
6,50.0
7,57.1429
8,62.5
9,66.6667
10,70.0
11,63.6364
12,58.3333
13,53.8462
14,50.0
15,53.3333
16,56.25
17,52.9412
18,55.5556
19,52.6316
20,55.0
21,57.1429
22,59.0909
23,60.8696
24,58.3333
25,60.0
26,61.5385
27,62.963
28,60.7143
29,62.069
30,60.0
31,61.2903
32,62.5
33,63.6364
34,61.7647
35,60.0
36,58.3333
37,59.4595
38,60.5263
39,58.9744
40,57.5
41,58.5366
42,57.1429
43,58.1395
44,56.8182
45,57.7778
46,58.6957
47,57.4468
48,58.3333
49,57.1429
50,58.0
51,58.8235
52,59.6154
53,60.3774
54,59.2593
55,58.1818
56,58.9286
57,59.6491
58,60.3448
59,61.0169
60,60.0
61,60.6557
62,61.2903
63,61.9048
64,62.5
65,63.0769
66,62.1212
67,62.6866
68,61.7647
69,60.8696
70,60.0
71,60.5634
72,61.1111
73,60.274
74,59.4595
75,58.6667
76,57.8947
77,58.4416
78,58.9744
79,59.4937
80,58.75
81,58.0247
82,58.5366
83,57.8313
84,57.1429
85,57.6471
86,58.1395
87,58.6207
88,57.9545
89,57.3034
90,57.7778
91,58.2418
92,57.6087
93,56.9892
94,57.4468
95,57.8947
96,58.3333
97,58.7629
98,58.1633
99,57.5758
100,58.0
