1,0.0
2,0.0
3,33.3333
4,50.0
5,40.0
6,50.0
7,57.1429
8,62.5
9,66.6667
10,60.0
11,63.6364
12,66.6667
13,69.2308
14,64.2857
15,66.6667
16,68.75
17,70.5882
18,66.6667
19,63.1579
20,60.0
21,57.1429
22,59.0909
23,56.5217
24,58.3333
25,60.0
26,61.5385
27,59.2593
28,57.1429
29,55.1724
30,53.3333
31,51.6129
32,50.0
33,51.5152
34,50.0
35,48.5714
36,50.0
37,48.6486
38,47.3684
39,48.7179
40,50.0
41,51.2195
42,50.0
43,51.1628
44,52.2727
45,53.3333
46,54.3478
47,55.3191
48,54.1667
49,55.102
50,56.0
51,54.902
52,55.7692
53,54.717
54,53.7037
55,52.7273
56,51.7857
57,52.6316
58,53.4483
59,52.5424
60,51.6667
61,52.459
62,51.6129
63,50.7937
64,51.5625
65,50.7692
66,50.0
67,50.7463
68,50.0
69,50.7246
70,50.0
71,49.2958
72,48.6111
73,49.3151
74,50.0
75,49.3333
76,48.6842
77,48.0519
78,48.7179
79,49.3671
80,50.0
81,49.3827
82,48.7805
83,48.1928
84,48.8095
85,49.4118
86,50.0
87,49.4253
88,50.0
89,50.5618
90,51.1111
91,51.6484
92,51.087
93,51.6129
94,52.1277
95,52.6316
96,53.125
97,53.6082
98,54.0816
99,53.5354
100,54.0
