1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
12248.4990,12247.0468,12246.3207,12246.3207,12246.3207,12246.3207,12246.3207,12252.2707,12252.2707,12252.2707,12252.2707,12252.2707,12252.2707,12252.2707,12253.3940,12253.3940,12253.3940,12253.3940,12253.3940,12253.3940
